,name,CEFR,Error_type
64003,2017_OBy_109_1.txt,B1,Spelling
64004,2017_OBy_109_1.txt,B1,Choice of lexical item
64005,2017_OBy_109_1.txt,B1,Choice of tense
64006,2017_OBy_109_1.txt,B1,Prepositions
64007,2017_OBy_109_1.txt,B1,Articles
64008,2017_OBy_109_1.txt,B1,Prepositions
64009,2017_OBy_109_1.txt,B1,Spelling
64010,2017_OBy_109_1.txt,B1,Redundant component in clause or sentence
64011,2017_OBy_109_1.txt,B1,Negation
64012,2017_OBy_109_1.txt,B1,Inappropriate register
64013,2017_OBy_109_1.txt,B1,Choice of lexical item
64014,2017_OBy_109_1.txt,B1,Choice of lexical item
64015,2017_OBy_109_1.txt,B1,Degree of comparison
64016,2017_OBy_109_1.txt,B1,Spelling
64017,2017_OBy_109_1.txt,B1,Spelling
64018,2017_OBy_109_1.txt,B1,Articles
64019,2017_OBy_109_1.txt,B1,Spelling
64020,2017_OBy_109_1.txt,B1,Spelling
64021,2017_OBy_109_1.txt,B1,"Change, addition, deletion of a part of collocation"
64022,2017_OBy_109_1.txt,B1,Redundant component in clause or sentence
64023,2017_OBy_109_1.txt,B1,Referential device
64024,2017_OBy_109_1.txt,B1,Articles
64025,2017_OBy_109_1.txt,B1,Articles
64026,2017_OBy_109_1.txt,B1,Absence of a component in clause or sentence
64059,2017_OBy_10_1.txt,B1+,Linking device
64060,2017_OBy_10_1.txt,B1+,Choice of lexical item
64061,2017_OBy_10_1.txt,B1+,Punctuation
64062,2017_OBy_10_1.txt,B1+,Absence of a component in clause or sentence
64063,2017_OBy_10_1.txt,B1+,Agreement
64064,2017_OBy_10_1.txt,B1+,Absence of necessary explanation or detail
64065,2017_OBy_10_1.txt,B1+,Choice of lexical item
64066,2017_OBy_10_1.txt,B1+,Agreement
64067,2017_OBy_10_1.txt,B1+,Referential device
64068,2017_OBy_10_1.txt,B1+,Choice of lexical item
64069,2017_OBy_10_1.txt,B1+,Absence of necessary explanation or detail
64070,2017_OBy_10_1.txt,B1+,Referential device
64071,2017_OBy_10_1.txt,B1+,Articles
64072,2017_OBy_10_1.txt,B1+,Choice of tense
64073,2017_OBy_10_1.txt,B1+,Confusion of categories
64074,2017_OBy_10_1.txt,B1+,Choice of tense
64075,2017_OBy_10_1.txt,B1+,Articles
64076,2017_OBy_10_1.txt,B1+,Agreement
64077,2017_OBy_10_1.txt,B1+,Spelling
64078,2017_OBy_10_1.txt,B1+,Referential device
64079,2017_OBy_10_1.txt,B1+,Absence of a component in clause or sentence
64080,2017_OBy_10_1.txt,B1+,Punctuation
64081,2017_OBy_10_1.txt,B1+,Agreement
64082,2017_OBy_10_1.txt,B1+,Agreement
64083,2017_OBy_10_1.txt,B1+,Agreement
64084,2017_OBy_10_1.txt,B1+,Agreement
64085,2017_OBy_10_1.txt,B1+,Spelling
64086,2017_OBy_10_1.txt,B1+,Agreement
64087,2017_OBy_10_1.txt,B1+,Spelling
64088,2017_OBy_10_1.txt,B1+,Spelling
64089,2017_OBy_10_1.txt,B1+,Redundant component in clause or sentence
64090,2017_OBy_10_1.txt,B1+,Redundant component in clause or sentence
64091,2017_OBy_10_1.txt,B1+,Referential device
64092,2017_OBy_10_1.txt,B1+,Derivational affixes
64093,2017_OBy_10_1.txt,B1+,Choice of tense
64094,2017_OBy_10_1.txt,B1+,Choice of tense
64095,2017_OBy_10_1.txt,B1+,Choice of tense
64096,2017_OBy_10_1.txt,B1+,Choice of tense
64097,2017_OBy_10_1.txt,B1+,Choice of tense
64098,2017_OBy_10_1.txt,B1+,Choice of tense
64099,2017_OBy_10_1.txt,B1+,Choice of tense
64100,2017_OBy_10_1.txt,B1+,Choice of tense
64101,2017_OBy_10_1.txt,B1+,Choice of tense
64102,2017_OBy_10_1.txt,B1+,Choice of tense
64103,2017_OBy_10_1.txt,B1+,Spelling
64104,2017_OBy_10_1.txt,B1+,Word choice
64105,2017_OBy_10_1.txt,B1+,Spelling
64106,2017_OBy_10_1.txt,B1+,Spelling
64107,2017_OBy_10_1.txt,B1+,Word choice
64108,2017_OBy_10_1.txt,B1+,Choice of lexical item
64109,2017_OBy_10_1.txt,B1+,Choice of lexical item
64110,2017_OBy_10_1.txt,B1+,Choice of lexical item
64111,2017_OBy_10_1.txt,B1+,Choice of tense
64112,2017_OBy_10_1.txt,B1+,Absence of necessary explanation or detail
64113,2017_OBy_10_1.txt,B1+,Articles
64114,2017_OBy_10_1.txt,B1+,Choice of lexical item
64115,2017_OBy_10_1.txt,B1+,Punctuation
64116,2017_OBy_10_1.txt,B1+,Absence of a component in clause or sentence
64117,2017_OBy_10_1.txt,B1+,Linking device
64118,2017_OBy_10_1.txt,B1+,Choice of lexical item
64161,2017_OBy_110_1.txt,B1,Confusion of categories
64162,2017_OBy_110_1.txt,B1,Choice of lexical item
64163,2017_OBy_110_1.txt,B1,Choice of lexical item
64164,2017_OBy_110_1.txt,B1,Referential device
64165,2017_OBy_110_1.txt,B1,Spelling
64166,2017_OBy_110_1.txt,B1,Choice of lexical item
64167,2017_OBy_110_1.txt,B1,Choice of lexical item
64168,2017_OBy_110_1.txt,B1,Articles
64169,2017_OBy_110_1.txt,B1,Punctuation
64170,2017_OBy_110_1.txt,B1,Referential device
64171,2017_OBy_110_1.txt,B1,Spelling
64172,2017_OBy_110_1.txt,B1,Choice of lexical item
64173,2017_OBy_110_1.txt,B1,Articles
64174,2017_OBy_110_1.txt,B1,Spelling
64175,2017_OBy_110_1.txt,B1,Capitalisation
64176,2017_OBy_110_1.txt,B1,Absence of necessary explanation or detail
64177,2017_OBy_110_1.txt,B1,Spelling
64178,2017_OBy_110_1.txt,B1,Choice of lexical item
64179,2017_OBy_110_1.txt,B1,Spelling
64180,2017_OBy_110_1.txt,B1,Articles
64181,2017_OBy_110_1.txt,B1,Punctuation
64182,2017_OBy_110_1.txt,B1,heptabot_suggestion
64183,2017_OBy_110_1.txt,B1,Punctuation
64219,2017_OBy_111_1.txt,C1,Choice of lexical item
64220,2017_OBy_111_1.txt,C1,Noun number
64221,2017_OBy_111_1.txt,C1,Choice of tense
64222,2017_OBy_111_1.txt,C1,Inappropriate register
64223,2017_OBy_111_1.txt,C1,Articles
64224,2017_OBy_111_1.txt,C1,Spelling
64225,2017_OBy_111_1.txt,C1,Choice of tense
64226,2017_OBy_111_1.txt,C1,Negation
64227,2017_OBy_111_1.txt,C1,Choice of tense
64228,2017_OBy_111_1.txt,C1,Articles
64229,2017_OBy_111_1.txt,C1,Articles
64257,2017_OBy_112_1.txt,B1,Absence of a component in clause or sentence
64258,2017_OBy_112_1.txt,B1,Choice of tense
64259,2017_OBy_112_1.txt,B1,Degree of comparison
64260,2017_OBy_112_1.txt,B1,Choice of lexical item
64261,2017_OBy_112_1.txt,B1,Choice of tense
64262,2017_OBy_112_1.txt,B1,Inappropriate register
64263,2017_OBy_112_1.txt,B1,Absence of a component in clause or sentence
64264,2017_OBy_112_1.txt,B1,Confusion of categories
64265,2017_OBy_112_1.txt,B1,Confusion of categories
64266,2017_OBy_112_1.txt,B1,Choice of lexical item
64267,2017_OBy_112_1.txt,B1,Punctuation
64268,2017_OBy_112_1.txt,B1,Choice of tense
64269,2017_OBy_112_1.txt,B1,Choice of lexical item
64270,2017_OBy_112_1.txt,B1,Articles
64271,2017_OBy_112_1.txt,B1,Punctuation
64272,2017_OBy_112_1.txt,B1,Absence of a component in clause or sentence
64273,2017_OBy_112_1.txt,B1,Spelling
64274,2017_OBy_112_1.txt,B1,Spelling
64275,2017_OBy_112_1.txt,B1,Articles
64276,2017_OBy_112_1.txt,B1,Articles
64277,2017_OBy_112_1.txt,B1,Articles
64278,2017_OBy_112_1.txt,B1,Punctuation
64279,2017_OBy_112_1.txt,B1,Prepositions
64280,2017_OBy_112_1.txt,B1,Absence of a component in clause or sentence
64281,2017_OBy_112_1.txt,B1,Noun number
64282,2017_OBy_112_1.txt,B1,Spelling
64283,2017_OBy_112_1.txt,B1,Choice of lexical item
64284,2017_OBy_112_1.txt,B1,Absence of a component in clause or sentence
64285,2017_OBy_112_1.txt,B1,Articles
64286,2017_OBy_112_1.txt,B1,Word order
64287,2017_OBy_112_1.txt,B1,Agreement
64288,2017_OBy_112_1.txt,B1,Articles
64289,2017_OBy_112_1.txt,B1,Spelling
64290,2017_OBy_112_1.txt,B1,Spelling
64291,2017_OBy_112_1.txt,B1,Spelling
64292,2017_OBy_112_1.txt,B1,Agreement
64293,2017_OBy_112_1.txt,B1,Redundant component in clause or sentence
64294,2017_OBy_112_1.txt,B1,Spelling
64295,2017_OBy_112_1.txt,B1,Choice of tense
64296,2017_OBy_112_1.txt,B1,Noun number
64297,2017_OBy_112_1.txt,B1,Redundant component in clause or sentence
64298,2017_OBy_112_1.txt,B1,Prepositions
64299,2017_OBy_112_1.txt,B1,Articles
64330,2017_OBy_113_1.txt,B1+,Choice of tense
64331,2017_OBy_113_1.txt,B1+,Referential device
64332,2017_OBy_113_1.txt,B1+,Choice of lexical item
64333,2017_OBy_113_1.txt,B1+,Articles
64334,2017_OBy_113_1.txt,B1+,Absence of necessary explanation or detail
64335,2017_OBy_113_1.txt,B1+,Relative clauses
64336,2017_OBy_113_1.txt,B1+,Punctuation
64337,2017_OBy_113_1.txt,B1+,Relative clauses
64338,2017_OBy_113_1.txt,B1+,Absence of necessary explanation or detail
64339,2017_OBy_113_1.txt,B1+,Choice of lexical item
64385,2017_OBy_114_1.txt,B1,Redundant component in clause or sentence
64386,2017_OBy_114_1.txt,B1,Choice of tense
64387,2017_OBy_114_1.txt,B1,Articles
64388,2017_OBy_114_1.txt,B1,Punctuation
64389,2017_OBy_114_1.txt,B1,Spelling
64390,2017_OBy_114_1.txt,B1,Agreement
64391,2017_OBy_114_1.txt,B1,Punctuation
64392,2017_OBy_114_1.txt,B1,Punctuation
64393,2017_OBy_114_1.txt,B1,Agreement
64394,2017_OBy_114_1.txt,B1,Spelling
64408,2017_OBy_115_1.txt,B1+,Choice of tense
64409,2017_OBy_115_1.txt,B1+,Spelling
64410,2017_OBy_115_1.txt,B1+,Spelling
64411,2017_OBy_115_1.txt,B1+,Agreement
64412,2017_OBy_115_1.txt,B1+,Choice of lexical item
64413,2017_OBy_115_1.txt,B1+,Choice of lexical item
64414,2017_OBy_115_1.txt,B1+,Choice of lexical item
64415,2017_OBy_115_1.txt,B1+,Confusion of categories
64416,2017_OBy_115_1.txt,B1+,Noun number
64417,2017_OBy_115_1.txt,B1+,Confusion of structures
64418,2017_OBy_115_1.txt,B1+,Prepositions
64419,2017_OBy_115_1.txt,B1+,Articles
64420,2017_OBy_115_1.txt,B1+,Conjunctions
64421,2017_OBy_115_1.txt,B1+,Choice of lexical item
64422,2017_OBy_115_1.txt,B1+,Choice of tense
64423,2017_OBy_115_1.txt,B1+,Articles
64424,2017_OBy_115_1.txt,B1+,Prepositions
64425,2017_OBy_115_1.txt,B1+,Articles
64426,2017_OBy_115_1.txt,B1+,Conjunctions
64427,2017_OBy_115_1.txt,B1+,Absence of necessary explanation or detail
64428,2017_OBy_115_1.txt,B1+,Agreement
64429,2017_OBy_115_1.txt,B1+,Punctuation
64430,2017_OBy_115_1.txt,B1+,Articles
64473,2017_OBy_116_1.txt,B2+,Articles
64474,2017_OBy_116_1.txt,B2+,Choice of lexical item
64475,2017_OBy_116_1.txt,B2+,Spelling
64476,2017_OBy_116_1.txt,B2+,Spelling
64477,2017_OBy_116_1.txt,B2+,Articles
64478,2017_OBy_116_1.txt,B2+,Articles
64479,2017_OBy_116_1.txt,B2+,Choice of lexical item
64480,2017_OBy_116_1.txt,B2+,Articles
64481,2017_OBy_116_1.txt,B2+,Articles
64482,2017_OBy_116_1.txt,B2+,Articles
64483,2017_OBy_116_1.txt,B2+,Agreement
64484,2017_OBy_116_1.txt,B2+,Articles
64485,2017_OBy_116_1.txt,B2+,Articles
64486,2017_OBy_116_1.txt,B2+,Spelling
64549,2017_OBy_118_1.txt,B1+,Negation
64550,2017_OBy_118_1.txt,B1+,Redundant component in clause or sentence
64551,2017_OBy_118_1.txt,B1+,Punctuation
64552,2017_OBy_118_1.txt,B1+,Noun number
64553,2017_OBy_118_1.txt,B1+,Prepositions
64554,2017_OBy_118_1.txt,B1+,Modals
64555,2017_OBy_118_1.txt,B1+,Punctuation
64556,2017_OBy_118_1.txt,B1+,Spelling
64557,2017_OBy_118_1.txt,B1+,Choice of tense
64558,2017_OBy_118_1.txt,B1+,Choice of tense
64559,2017_OBy_118_1.txt,B1+,Choice of lexical item
64560,2017_OBy_118_1.txt,B1+,Spelling
64561,2017_OBy_118_1.txt,B1+,Choice of lexical item
64562,2017_OBy_118_1.txt,B1+,Modals
64563,2017_OBy_118_1.txt,B1+,Articles
64599,2017_OBy_119_1.txt,B1+,Redundant component in clause or sentence
64600,2017_OBy_119_1.txt,B1+,Absence of a component in clause or sentence
64601,2017_OBy_119_1.txt,B1+,Tense form
64602,2017_OBy_119_1.txt,B1+,Redundant component in clause or sentence
64603,2017_OBy_119_1.txt,B1+,Absence of a component in clause or sentence
64604,2017_OBy_119_1.txt,B1+,Spelling
64605,2017_OBy_119_1.txt,B1+,Punctuation
64606,2017_OBy_119_1.txt,B1+,Choice of lexical item
64607,2017_OBy_119_1.txt,B1+,Confusion of structures
64608,2017_OBy_119_1.txt,B1+,Confusion of categories
64609,2017_OBy_119_1.txt,B1+,Articles
64610,2017_OBy_119_1.txt,B1+,Articles
64611,2017_OBy_119_1.txt,B1+,Prepositions
64612,2017_OBy_119_1.txt,B1+,Punctuation
64613,2017_OBy_119_1.txt,B1+,Capitalisation
64614,2017_OBy_119_1.txt,B1+,Articles
64615,2017_OBy_119_1.txt,B1+,Redundant component in clause or sentence
64616,2017_OBy_119_1.txt,B1+,Prepositions
64617,2017_OBy_119_1.txt,B1+,Prepositions
64618,2017_OBy_119_1.txt,B1+,Choice of lexical item
64619,2017_OBy_119_1.txt,B1+,Degree of comparison
64620,2017_OBy_119_1.txt,B1+,Absence of a component in clause or sentence
64621,2017_OBy_119_1.txt,B1+,Referential device
64625,2017_OBy_11_1.txt,B2,Articles
64626,2017_OBy_11_1.txt,B2,"Change, addition, deletion of a part of collocation"
64627,2017_OBy_11_1.txt,B2,Choice of lexical item
64628,2017_OBy_11_1.txt,B2,Choice of lexical item
64629,2017_OBy_11_1.txt,B2,Punctuation
64630,2017_OBy_11_1.txt,B2,Word order
64631,2017_OBy_11_1.txt,B2,Choice of lexical item
64632,2017_OBy_11_1.txt,B2,Choice of lexical item
64633,2017_OBy_11_1.txt,B2,Choice of lexical item
64634,2017_OBy_11_1.txt,B2,Choice of lexical item
64635,2017_OBy_11_1.txt,B2,Choice of lexical item
64636,2017_OBy_11_1.txt,B2,Choice of lexical item
64637,2017_OBy_11_1.txt,B2,Spelling
64638,2017_OBy_11_1.txt,B2,Word order
64639,2017_OBy_11_1.txt,B2,Comparative construction
64640,2017_OBy_11_1.txt,B2,Confusion of categories
64641,2017_OBy_11_1.txt,B2,Spelling
64642,2017_OBy_11_1.txt,B2,Voice
64643,2017_OBy_11_1.txt,B2,Punctuation
64644,2017_OBy_11_1.txt,B2,Spelling
64645,2017_OBy_11_1.txt,B2,Articles
64646,2017_OBy_11_1.txt,B2,Referential device
64647,2017_OBy_11_1.txt,B2,Absence of a component in clause or sentence
64648,2017_OBy_11_1.txt,B2,Punctuation
64649,2017_OBy_11_1.txt,B2,Agreement
64650,2017_OBy_11_1.txt,B2,Articles
64651,2017_OBy_11_1.txt,B2,Absence of a component in clause or sentence
64652,2017_OBy_11_1.txt,B2,Spelling
64653,2017_OBy_11_1.txt,B2,Punctuation
64654,2017_OBy_11_1.txt,B2,Spelling
64655,2017_OBy_11_1.txt,B2,Agreement
64656,2017_OBy_11_1.txt,B2,Spelling
64657,2017_OBy_11_1.txt,B2,Voice
64658,2017_OBy_11_1.txt,B2,Spelling
64659,2017_OBy_11_1.txt,B2,Articles
64660,2017_OBy_11_1.txt,B2,Tense form
64661,2017_OBy_11_1.txt,B2,Spelling
64662,2017_OBy_11_1.txt,B2,Spelling
64663,2017_OBy_11_1.txt,B2,Comparative construction
64664,2017_OBy_11_1.txt,B2,Articles
64665,2017_OBy_11_1.txt,B2,Voice
64666,2017_OBy_11_1.txt,B2,Spelling
64667,2017_OBy_11_1.txt,B2,Redundant component in clause or sentence
64668,2017_OBy_11_1.txt,B2,Redundant component in clause or sentence
64669,2017_OBy_11_1.txt,B2,Redundant component in clause or sentence
64670,2017_OBy_11_1.txt,B2,Redundant component in clause or sentence
64701,2017_OBy_120_1.txt,B1+,Choice of lexical item
64702,2017_OBy_120_1.txt,B1+,Choice of lexical item
64703,2017_OBy_120_1.txt,B1+,Choice of lexical item
64704,2017_OBy_120_1.txt,B1+,Confusion of categories
64705,2017_OBy_120_1.txt,B1+,Choice of lexical item
64706,2017_OBy_120_1.txt,B1+,Choice of lexical item
64707,2017_OBy_120_1.txt,B1+,Choice of lexical item
64708,2017_OBy_120_1.txt,B1+,Agreement
64709,2017_OBy_120_1.txt,B1+,Choice of lexical item
64710,2017_OBy_120_1.txt,B1+,Numerals
64711,2017_OBy_120_1.txt,B1+,Numerals
64712,2017_OBy_120_1.txt,B1+,Numerals
64713,2017_OBy_120_1.txt,B1+,Punctuation
64714,2017_OBy_120_1.txt,B1+,Choice of lexical item
64715,2017_OBy_120_1.txt,B1+,Punctuation
64716,2017_OBy_120_1.txt,B1+,Prepositions
64717,2017_OBy_120_1.txt,B1+,Choice of lexical item
64718,2017_OBy_120_1.txt,B1+,Agreement
64719,2017_OBy_120_1.txt,B1+,Agreement
64720,2017_OBy_120_1.txt,B1+,Possessive form of a noun
64721,2017_OBy_120_1.txt,B1+,Choice of lexical item
64722,2017_OBy_120_1.txt,B1+,Agreement
64761,2017_OBy_121_1.txt,B1+,Spelling
64762,2017_OBy_121_1.txt,B1+,Degree of comparison
64763,2017_OBy_121_1.txt,B1+,Choice of lexical item
64764,2017_OBy_121_1.txt,B1+,Punctuation
64765,2017_OBy_121_1.txt,B1+,Choice of lexical item
64766,2017_OBy_121_1.txt,B1+,Punctuation
64767,2017_OBy_121_1.txt,B1+,Choice of lexical item
64768,2017_OBy_121_1.txt,B1+,Word order
64769,2017_OBy_121_1.txt,B1+,Choice of lexical item
64770,2017_OBy_121_1.txt,B1+,Confusion of categories
64771,2017_OBy_121_1.txt,B1+,Absence of a component in clause or sentence
64772,2017_OBy_121_1.txt,B1+,Spelling
64773,2017_OBy_121_1.txt,B1+,Spelling
64774,2017_OBy_121_1.txt,B1+,Choice of lexical item
64775,2017_OBy_121_1.txt,B1+,Agreement
64798,2017_OBy_122_1.txt,B2+,Choice of lexical item
64799,2017_OBy_122_1.txt,B2+,Confusion of categories
64800,2017_OBy_122_1.txt,B2+,Articles
64801,2017_OBy_122_1.txt,B2+,Spelling
64802,2017_OBy_122_1.txt,B2+,Punctuation
64803,2017_OBy_122_1.txt,B2+,Prepositions
64804,2017_OBy_122_1.txt,B2+,Redundant component in clause or sentence
64805,2017_OBy_122_1.txt,B2+,Redundant component in clause or sentence
64806,2017_OBy_122_1.txt,B2+,Spelling
64807,2017_OBy_122_1.txt,B2+,Redundant component in clause or sentence
64808,2017_OBy_122_1.txt,B2+,Redundant component in clause or sentence
64809,2017_OBy_122_1.txt,B2+,Redundant component in clause or sentence
64810,2017_OBy_122_1.txt,B2+,Absence of necessary explanation or detail
64811,2017_OBy_122_1.txt,B2+,Prepositions
64812,2017_OBy_122_1.txt,B2+,Confusion of structures
64813,2017_OBy_122_1.txt,B2+,Capitalisation
64814,2017_OBy_122_1.txt,B2+,Confusion of categories
64815,2017_OBy_122_1.txt,B2+,Prepositions
64816,2017_OBy_122_1.txt,B2+,Choice of lexical item
64817,2017_OBy_122_1.txt,B2+,Articles
64818,2017_OBy_122_1.txt,B2+,Prepositions
64819,2017_OBy_122_1.txt,B2+,Articles
64820,2017_OBy_122_1.txt,B2+,Choice of lexical item
64821,2017_OBy_122_1.txt,B2+,Articles
64822,2017_OBy_122_1.txt,B2+,Voice
64823,2017_OBy_122_1.txt,B2+,Inappropriate register
64870,2017_OBy_123_1.txt,B1+,Articles
64871,2017_OBy_123_1.txt,B1+,Absence of a component in clause or sentence
64872,2017_OBy_123_1.txt,B1+,Punctuation
64873,2017_OBy_123_1.txt,B1+,Redundant component in clause or sentence
64874,2017_OBy_123_1.txt,B1+,Redundant component in clause or sentence
64875,2017_OBy_123_1.txt,B1+,Redundant component in clause or sentence
64876,2017_OBy_123_1.txt,B1+,Redundant component in clause or sentence
64877,2017_OBy_123_1.txt,B1+,Redundant component in clause or sentence
64878,2017_OBy_123_1.txt,B1+,Punctuation
64879,2017_OBy_123_1.txt,B1+,Articles
64880,2017_OBy_123_1.txt,B1+,Redundant component in clause or sentence
64881,2017_OBy_123_1.txt,B1+,Referential device
64882,2017_OBy_123_1.txt,B1+,Noun number
64883,2017_OBy_123_1.txt,B1+,Verb pattern
64884,2017_OBy_123_1.txt,B1+,Referential device
64885,2017_OBy_123_1.txt,B1+,Choice of lexical item
64886,2017_OBy_123_1.txt,B1+,Punctuation
64887,2017_OBy_123_1.txt,B1+,Choice of lexical item
64888,2017_OBy_123_1.txt,B1+,Noun number
64889,2017_OBy_123_1.txt,B1+,Punctuation
64890,2017_OBy_123_1.txt,B1+,Choice of tense
64891,2017_OBy_123_1.txt,B1+,Verb pattern
64937,2017_OBy_124_1.txt,B1,Spelling
64938,2017_OBy_124_1.txt,B1,Spelling
64939,2017_OBy_124_1.txt,B1,Spelling
64940,2017_OBy_124_1.txt,B1,Spelling
64941,2017_OBy_124_1.txt,B1,Spelling
64942,2017_OBy_124_1.txt,B1,Choice of lexical item
64943,2017_OBy_124_1.txt,B1,Choice of lexical item
64944,2017_OBy_124_1.txt,B1,Prepositions
64945,2017_OBy_124_1.txt,B1,Prepositions
64946,2017_OBy_124_1.txt,B1,"Change, addition, deletion of a part of collocation"
64947,2017_OBy_124_1.txt,B1,Inappropriate register
64948,2017_OBy_124_1.txt,B1,Redundant component in clause or sentence
64949,2017_OBy_124_1.txt,B1,Absence of a component in clause or sentence
64950,2017_OBy_124_1.txt,B1,Agreement
64951,2017_OBy_124_1.txt,B1,Degree of comparison
64952,2017_OBy_124_1.txt,B1,Spelling
64953,2017_OBy_124_1.txt,B1,Spelling
64954,2017_OBy_124_1.txt,B1,Word order
64955,2017_OBy_124_1.txt,B1,Articles
64956,2017_OBy_124_1.txt,B1,Redundant component in clause or sentence
64957,2017_OBy_124_1.txt,B1,Choice of lexical item
64958,2017_OBy_124_1.txt,B1,Choice of tense
64959,2017_OBy_124_1.txt,B1,Choice of lexical item
64960,2017_OBy_124_1.txt,B1,Prepositions
64961,2017_OBy_124_1.txt,B1,Spelling
64962,2017_OBy_124_1.txt,B1,Prepositions
64963,2017_OBy_124_1.txt,B1,Absence of a component in clause or sentence
64964,2017_OBy_124_1.txt,B1,Choice of lexical item
64965,2017_OBy_124_1.txt,B1,"Change, addition, deletion of a part of collocation"
64966,2017_OBy_124_1.txt,B1,Absence of a component in clause or sentence
64967,2017_OBy_124_1.txt,B1,Articles
64968,2017_OBy_124_1.txt,B1,Prepositions
64969,2017_OBy_124_1.txt,B1,Spelling
64970,2017_OBy_124_1.txt,B1,Articles
64971,2017_OBy_124_1.txt,B1,Confusion of structures
64972,2017_OBy_124_1.txt,B1,Prepositions
64973,2017_OBy_125_1.txt,B2+,Redundant component in clause or sentence
64974,2017_OBy_125_1.txt,B2+,Choice of lexical item
64975,2017_OBy_125_1.txt,B2+,Absence of a component in clause or sentence
64976,2017_OBy_125_1.txt,B2+,Determiners
64977,2017_OBy_125_1.txt,B2+,Confusion of categories
64978,2017_OBy_125_1.txt,B2+,Noun number
64979,2017_OBy_125_1.txt,B2+,Prepositions
64980,2017_OBy_125_1.txt,B2+,Articles
64981,2017_OBy_125_1.txt,B2+,Agreement
64982,2017_OBy_125_1.txt,B2+,Referential device
64983,2017_OBy_125_1.txt,B2+,Absence of necessary explanation or detail
64984,2017_OBy_125_1.txt,B2+,Choice of lexical item
64985,2017_OBy_125_1.txt,B2+,Prepositions
64986,2017_OBy_125_1.txt,B2+,Numerals
64987,2017_OBy_125_1.txt,B2+,Confusion of structures
64988,2017_OBy_125_1.txt,B2+,Redundant component in clause or sentence
64989,2017_OBy_125_1.txt,B2+,Redundant component in clause or sentence
64990,2017_OBy_125_1.txt,B2+,Redundant component in clause or sentence
64991,2017_OBy_125_1.txt,B2+,Agreement
64992,2017_OBy_125_1.txt,B2+,Confusion of categories
64993,2017_OBy_125_1.txt,B2+,Choice of lexical item
64994,2017_OBy_125_1.txt,B2+,Punctuation
64995,2017_OBy_125_1.txt,B2+,Choice of tense
64996,2017_OBy_125_1.txt,B2+,Absence of a component in clause or sentence
64997,2017_OBy_125_1.txt,B2+,Choice of tense
65018,2017_OBy_126_1.txt,B1+,Articles
65019,2017_OBy_126_1.txt,B1+,Choice of lexical item
65020,2017_OBy_126_1.txt,B1+,Prepositions
65021,2017_OBy_126_1.txt,B1+,Noun number
65022,2017_OBy_126_1.txt,B1+,Choice of tense
65023,2017_OBy_126_1.txt,B1+,Prepositions
65024,2017_OBy_126_1.txt,B1+,Choice of tense
65025,2017_OBy_126_1.txt,B1+,Choice of tense
65026,2017_OBy_126_1.txt,B1+,Prepositions
65027,2017_OBy_126_1.txt,B1+,Punctuation
65028,2017_OBy_126_1.txt,B1+,Noun number
65029,2017_OBy_126_1.txt,B1+,Articles
65030,2017_OBy_126_1.txt,B1+,Choice of lexical item
65031,2017_OBy_126_1.txt,B1+,Choice of lexical item
65032,2017_OBy_126_1.txt,B1+,Spelling
65033,2017_OBy_126_1.txt,B1+,Spelling
65034,2017_OBy_126_1.txt,B1+,Spelling
65035,2017_OBy_126_1.txt,B1+,Spelling
65065,2017_OBy_127_1.txt,B1+,Choice of lexical item
65066,2017_OBy_127_1.txt,B1+,Articles
65067,2017_OBy_127_1.txt,B1+,Articles
65068,2017_OBy_127_1.txt,B1+,Noun number
65069,2017_OBy_127_1.txt,B1+,Agreement
65070,2017_OBy_127_1.txt,B1+,Noun number
65071,2017_OBy_127_1.txt,B1+,Absence of a component in clause or sentence
65072,2017_OBy_127_1.txt,B1+,Verb pattern
65073,2017_OBy_127_1.txt,B1+,Articles
65074,2017_OBy_127_1.txt,B1+,Degree of comparison
65075,2017_OBy_127_1.txt,B1+,Articles
65076,2017_OBy_127_1.txt,B1+,Absence of a component in clause or sentence
65077,2017_OBy_127_1.txt,B1+,Absence of a component in clause or sentence
65078,2017_OBy_127_1.txt,B1+,Capitalisation
65079,2017_OBy_127_1.txt,B1+,Degree of comparison
65080,2017_OBy_127_1.txt,B1+,Spelling
65081,2017_OBy_127_1.txt,B1+,Agreement
65082,2017_OBy_127_1.txt,B1+,Articles
65083,2017_OBy_127_1.txt,B1+,Inappropriate register
65084,2017_OBy_127_1.txt,B1+,Noun number
65085,2017_OBy_127_1.txt,B1+,Agreement
65086,2017_OBy_127_1.txt,B1+,Choice of tense
65087,2017_OBy_127_1.txt,B1+,Agreement
65088,2017_OBy_127_1.txt,B1+,Choice of tense
65130,2017_OBy_128_1.txt,B1+,Spelling
65131,2017_OBy_128_1.txt,B1+,Articles
65132,2017_OBy_128_1.txt,B1+,Spelling
65133,2017_OBy_128_1.txt,B1+,Voice
65134,2017_OBy_128_1.txt,B1+,Spelling
65135,2017_OBy_128_1.txt,B1+,Articles
65136,2017_OBy_128_1.txt,B1+,Noun number
65137,2017_OBy_128_1.txt,B1+,Articles
65138,2017_OBy_128_1.txt,B1+,Articles
65139,2017_OBy_128_1.txt,B1+,Noun number
65140,2017_OBy_128_1.txt,B1+,Agreement
65141,2017_OBy_128_1.txt,B1+,Articles
65142,2017_OBy_128_1.txt,B1+,Absence of a component in clause or sentence
